Year,No.,Round,Pick,Player,Name,Team,College
1973,37,14,7,345,Dave Juenger,Bears,Ohio
1973,38,14,16,354,Albert White,Chiefs,Ft. Valley State
1973,39,15,18,382,Mike Bettiga,49ers,Humboldt State
1973,40,15,20,384,Dave Sullivan,Browns,Virginia
1973,41,15,22,386,Reggie Echols,Packers,UCLA
1973,42,16,1,391,Tim Dameron,Oilers,East Carolina
1973,43,16,18,408,Larry Nickels,Lions,Dayton
1973,44,16,23,413,Jerry Gadlin,Raiders,Wyoming
1973,45,17,12,428,Jim Hedge,Falcons,Arkansas
1973,46,17,26,442,Charles Wade,Dolphins,Tennessee State
1972,1,1,4,4,Ahmad Rashad (Bobby Moore),Cardinals,Oregon
1972,2,1,9,9,Jerome Barkum,Jets,Jackson State
1972,3,1,19,19,Terry Beasley,49ers,Auburn
1972,4,1,21,21,Mike Siani,Raiders,Villanova
1972,5,2,21,47,Glenn Doughty,Colts,Michigan
1972,6,2,23,49,Tom Reynolds,Patriots,San Diego State
1972,7,2,26,52,Charles McKee,Cowboys,Arizona
1972,8,3,14,66,Gary Hammond,Jets,Southern Methodist
1972,9,3,19,71,Allen Dunbar,49ers,Southern
1972,10,4,12,90,Robert West,Cowboys,San Diego State
1972,11,4,19,97,Andy Hamilton,Chiefs,Louisiana State
1972,12,4,20,98,Cliff Branch,Raiders,Colorado
1972,13,4,26,104,Eric Allen,Colts,Michigan State
1972,14,5,3,107,Tom Gatewood,Giants,Notre Dame
1972,15,5,14,118,Jim Krieg,Broncos,Washington
1972,16,6,16,146,Fred Riley,Falcons,Idaho
1972,17,7,16,172,Charles Stoudmire,Lions,Portland State
1972,18,8,1,183,Paul Gibson,Bills,Texas-El Paso
1972,19,8,3,185,Dan Kratzer,Bengals,Missouri Valley
1972,20,8,6,188,Bob Wicks,Cardinals,Utah State
1972,21,8,7,189,Ron Vinson,Saints,Abilene Christian
1972,22,8,8,190,Leland Glass,Packers,Oregon
1972,23,8,10,192,Ralph Wirtz,Bears,North Dakota State
1972,24,8,17,199,Tom Graham,Rams,Baldwin-Wallace
1972,25,8,24,206,Calvin Demery,Vikings,Arizona State
1972,26,9,22,230,Billy LeFear,Browns,Henderson State
1972,27,10,6,240,Rhett Dawson,Oilers,Florida State
1972,28,10,21,255,Mike Oldham,Redskins,Michigan
1972,29,11,3,263,Larry Brunson,Broncos,Colorado
1972,30,11,6,266,David Bailey,Packers,Alabama
1972,31,11,15,275,Jack Phillips,Falcons,Grambling State
1972,32,11,25,285,Ed Jenkins,Dolphins,Holy Cross
1972,33,12,1,287,Jeff Baker,Bills,U.S. International
1972,34,12,14,300,Don Zimmerman,Eagles,N.E. Louisiana
1972,35,12,15,301,Paul Bradley,Lions,Southern Methodist
1972,36,12,26,312,Jimmy Harris,Cowboys,Ohio State
1972,37,13,8,320,Cephus Weatherspoon,Saints,Fort Lewis
1972,38,13,20,332,Frank Grant,Redskins,Southern Colorado
1972,39,13,21,333,Ted Covington,Raiders,San Fernando Valley
1972,40,13,22,334,Herb Washington,Colts,Michigan State
1972,41,14,3,341,Steve Porter,Bengals,Indiana
1972,42,14,7,345,Steve Barrios,Saints,Tulane
1972,43,14,9,347,Bob Brown,Bears,Rice
1972,44,14,12,350,Ed Rideout,Patriots,Boston College
1972,45,15,7,371,Rick Thone,Packers,Arkansas Tech
1972,46,15,26,390,Carlos Alvarez,Cowboys,Florida
1972,47,16,3,393,John Wiegman,Bengals,Cal Poly-Pomona
1972,48,16,13,403,Nate Hawkins,Steelers,Nevada-Las Vegas
1972,49,16,17,407,Jim Kirby,Rams,Long Beach State
1972,50,16,19,409,Richard Wakefield,Browns,Ohio State
1972,51,16,25,415,Al Hannah,Dolphins,Wisconsin
1972,52,17,8,424,Dick Graham,Patriots,Oklahoma State
1972,53,17,24,440,Dick Schmalz,Vikings,Auburn
1971,1,1,4,4,J.D. Hill,Bills,Arizona State
1971,2,1,8,8,Frank Lewis,Steelers,Grambling State
1971,3,1,16,16,Elmo Wright,Chiefs,Houston
1971,4,1,18,18,Rocky Thompson,Giants,West Texas State
1971,5,2,7,33,Ken Burrow,Falcons,San Diego State
1971,6,2,9,35,Dwight Harrison,Broncos,Texas A&I
1971,7,2,12,38,Cotton Speyrer,Redskins,Texas
1971,8,2,21,47,Otto Stowe,Dolphins,Iowa State
1971,9,3,3,55,Sam Dickerson,49ers,USC
1971,10,3,9,61,James Livesay,Cardinals,Richmond
1971,11,3,14,66,Paul Staroba,Browns,Michigan
1971,12,3,24,76,Eddie Hackett,Vikings,Alcorn State
1971,13,5,7,111,Ray Jarvis,Falcons,Norfolk State
1971,14,5,14,118,Stan Brown,Browns,Purdue
1971,15,6,17,147,Mel Gray,Cardinals,Missouri
1971,16,6,22,152,Herman Franklin,Lions,USC
1971,17,6,23,153,Al Bresler,49ers,Auburn
1971,18,6,25,155,Steve Maier,Cowboys,Northern Arizona
1971,19,7,4,160,Bob Chandler,Bills,USC
1971,20,7,5,161,Harold Carmichael,Eagles,Southern
1971,21,7,7,163,Wesley Chesson,Falcons,Duke
1971,22,7,12,168,Dave Davis,Packers,Tennessee State
1971,23,7,13,169,Chuck Dicus,Chargers,Arkansas
1971,24,7,16,172,Bob Newland,Saints,Oregon
1971,25,7,19,175,James Johnson,Packers,Bishop
1971,26,7,26,182,Gordon Bowdell,Colts,Michigan State
1971,27,8,24,206,Ron Jessie,Cowboys,Kansas
1971,28,9,7,215,Alvin Griffin,Falcons,Tuskegee
1971,29,9,12,220,Lester McClain,Bears,Tennessee
1971,30,9,17,225,Mike Savoy,Cardinals,Black Hills State (SD)
1971,31,9,20,228,Joe Schmidt,Rams,Miami (FL)
1971,32,9,25,233,Honor Jackson,Cowboys,Pacific
1971,33,10,9,243,Carlis Harris,Broncos,Idaho State
1971,34,10,16,250,Bruce Jankowski,Chiefs,Ohio State
1971,35,10,23,257,Ernie Jennings,49ers,Air Force
1971,36,11,5,265,Macon Hughes,Oilers,Rice
1971,37,11,6,266,Vernon Studdard,Jets,Mississippi
1971,38,11,15,275,Edward Marshall,Bengals,Cameron State
1971,39,12,7,293,Ronnie Lowe,Falcons,Ft. Valley State
1971,40,12,9,295,Floyd Franks,Broncos,Mississippi
1971,41,12,13,299,Wesley Garnett,Chargers,Utah State
1971,42,12,22,308,Bill Pilconis,Lions,Pittsburgh
1971,43,12,26,312,Bill Triplett,Colts,Michigan State
1971,44,13,8,320,Alfred Young,Steelers,South Carolina State
1971,45,13,13,325,Sammy Milner,Chargers,Mississippi State
1971,46,14,1,339,Alfred Sykes,Patriots,Florida A&M
1971,47,15,21,385,Ed Coates,Lions,Central Missouri State
1971,48,16,14,404,Dave Smith,Browns,Mississippi State
1971,49,16,20,410,Chris Myers,Dolphins,Kenyon
1971,50,16,23,413,Greg Edmonds,Vikings,Penn State
1971,51,17,2,418,Randy Vataha,Rams,Stanford
1971,52,17,12,428,Hermann Eben,Saints,Oklahoma State
1971,53,17,17,433,Preston Watkins,Cardinals,Bluefield (WV)
1971,54,17,18,434,Coleman Zeno,Giants,Grambling State
1971,55,17,19,435,Joe Sweet,Rams,Tennessee State
1971,56,17,26,442,Charles Hill,Raiders,Sam Houston State
1970,1,1,10,10,Ken Burrough,Saints,Texas Southern
1970,2,1,15,15,Walker Gillette,Chargers,Richmond
1970,3,2,2,28,Ron Shanklin,Steelers,North Texas State
1970,4,2,9,35,Charles Williams,Rams,Prairie View A&M
1970,5,2,20,46,Richard Caster,Jets,Jackson State
1970,6,2,23,49,Margene Adkins,Cowboys,Henderson J.C.
1970,7,3,2,54,George Farmer,Bears,UCLA
1970,8,3,13,65,Todd Snyder,Falcons,Ohio
1970,9,4,9,87,Vic Washington,49ers,Wyoming
1970,10,4,11,89,Jerry Hendren,Broncos,Idaho
1970,11,4,15,93,Ken Ellis,Packers,Southern
1970,12,6,12,142,Duane Miller,Giants,Drake
1970,13,6,16,146,Billy Parks,Chargers,Long Beach State
1970,14,6,17,147,Jade Butcher,Falcons,Indiana
1970,15,7,13,169,Gary Orcutt,Falcons,USC
1970,16,7,17,173,Roland Merritt,Redskins,Maryland
1970,17,7,26,182,Clyde Glosson,Chiefs,Texas-El Paso
1970,18,8,2,184,Dave Smith,Steelers,Indiana (PA)
1970,19,9,2,210,Linzy Cole,Bears,Texas Christian
1970,20,9,9,217,Preston Riley,49ers,Memphis State
1970,21,9,20,228,Ed Bell,Jets,Idaho State
1970,22,11,9,269,Danny Crockett,49ers,Toledo
1970,23,11,21,281,Gene Benner,Browns,Maine
1970,24,12,6,292,Charles Collins,Cardinals,Kansas State
1970,25,12,15,301,Frank Foreman,Packers,Michigan State
1970,26,12,18,304,Don Burrell,Colts,Angelo State
1970,27,13,7,319,Paul Dunn,Bengals,U.S. International
1970,28,13,22,334,Melvin Jones,Rams,Florida A&M
1970,29,14,1,339,Jim Morgan,Bears,Henderson State
1970,30,14,6,344,Joe Johnson,Bengals,Johnson C. Smith
1970,31,14,7,345,Ray Groth,Cardinals,Utah
1970,32,14,13,351,Chuck Wald,Falcons,North Dakota State
1970,33,14,19,357,Charlie Brown,Lions,Northern Arizona
1970,34,14,23,361,Julian Martin,Cowboys,North Carolina Central
1970,35,14,25,363,Tom Spinks,Vikings,Louisiana Tech
1970,36,15,3,367,Pat Hauser,Dolphins,East Tennessee State
1970,37,15,4,368,Kent Schoolfield,Patriots,Florida A&M
1970,38,15,6,370,Ron Wilson,Cardinals,Western Illinois
1970,39,15,7,371,John Carlos,Eagles,San Jose State
1970,40,15,9,373,Dave Delsignore,49ers,Youngstown State
1970,41,15,16,380,Mike Carter,Packers,Sacramento State
1970,42,15,24,388,Fred Moore,Raiders,Washington State
1970,43,16,4,394,Larry Davis,Bills,Rice
1970,44,16,13,403,Steve Parnell,Falcons,Massachusetts
1970,45,16,14,404,Chris Myers,Oilers,Kenyon
1970,46,16,17,407,Steve Bushore,Redskins,Emporia State
1970,47,16,25,415,Bruce Cerone,Vikings,Emporia State
1970,48,17,4,420,Joe Killingsworth,Patriots,Oklahoma
1970,49,17,18,434,Alvin Pearman,Colts,Colgate
1970,50,17,24,440,Eric Stolberg,Raiders,Indiana
1969,1,1,6,6,Ron Sellers,Patriots,Florida State
1969,2,1,10,10,Jim Seymour,Rams,Notre Dame
1969,3,1,16,16,Gene Washington,49ers,Stanford
1969,4,1,25,25,Eddie Hinton,Colts,Oklahoma
1969,5,2,14,40,Jerry Levias,Oilers,Southern Methodist
1969,6,2,17,43,Volly Murphy,Vikings,Texas-El Paso
1969,7,2,23,49,Richmond Flowers,Cowboys,Tennessee
1969,8,3,5,57,Louis Thomas,Bengals,Utah
1969,9,3,7,59,Larry Walton,Lions,Arizona State
1969,10,3,12,64,John Spilis,Packers,Northern Illinois
1969,11,4,14,92,Rich Houston,Giants,East Texas State
1969,12,4,15,93,Charlie Joiner,Oilers,Grambling State
1969,13,5,8,112,Mike O'Shea,Vikings,Utah State
1969,14,5,18,122,Harry Orszulak,Chargers,Pittsburgh
1969,15,5,19,123,Gene Huey,Cardinals,Wyoming
1969,16,5,20,124,Fair Hooker,Browns,Arizona State
1969,17,6,13,143,Willie Grate,Oilers,South Carolina State
1969,18,6,17,147,Terry Swarn,Chargers,Colorado State
1969,19,6,22,152,Rick Shaw,Cowboys,Arizona State
1969,20,7,13,169,Ron Copeland,Bears,UCLA
1969,21,7,23,179,Tom Nettles,Chiefs,San Diego State
1969,22,7,24,180,Larry Bales,Cowboys,Emory & Henry
1969,23,8,3,185,Jim Callahan,Falcons,Temple
1969,24,8,4,186,Joe Cooper,Steelers,Tennessee State
1969,25,8,7,189,Jim Lawrence,Saints,USC
1969,26,8,17,199,Harris Wood,Vikings,Washington
1969,27,8,18,200,Craig Cotton,Chargers,Youngstown State
1969,28,9,3,211,Kent Lawrence,Eagles,Georgia
1969,29,9,26,234,Drew Buie,Raiders,Catawba
1969,30,10,1,235,Ron Baines,Bills,Montana
1969,31,10,19,253,Tom McCauley,Vikings,Wisconsin
1969,32,11,6,266,Barry Gallup,Patriots,Boston College
1969,33,11,7,267,Tom Morel,Saints,Louisiana State
1969,34,11,20,280,Dave Jones,Browns,Kansas State
1969,35,11,21,281,Dave Svendsen,Rams,Eastern Washington
1969,36,13,5,316,Chuck Benson,Bengals,Southern Illinois
1969,37,13,4,321,John Sias,Broncos,Georgia Tech
1969,38,13,19,336,Rene Matison,Cowboys,New Mexico
1969,39,14,1,339,Bubba Thornton,Bills,Texas Christian
1969,40,14,8,346,George Hoey,Lions,Michigan
1969,41,14,16,354,Tom Black,49ers,East Texas State
1969,42,14,24,362,Harold Busby,Raiders,UCLA
1969,43,15,3,367,Leon Angevine,Eagles,Penn State
1969,44,15,4,368,Ken Liberto,Steelers,Louisiana Tech
1969,45,15,7,371,Bill Waller,Saints,Xavier
1969,46,15,11,375,Chick McGeehan,Dolphins,Tennessee
1969,47,15,15,379,Don Herrmann,Giants,Waynesburg
1969,48,16,4,394,Dock Mosley,Steelers,Alcorn State
1969,49,16,12,402,Dick Hewins,Packers,Drake
1969,50,16,18,408,Willie Davenport,Chargers,Southern
1969,51,16,20,410,James Lowe,Browns,Tuskegee
1969,52,17,15,431,Bob Long,Bears,Texas A&M
1969,53,17,25,441,Joe Cowan,Colts,Johns Hopkins
1968,1,1,9,9,Haven Moses,Bills,San Diego State
1968,2,1,20,20,Dennis Homan,Cowboys,Alabama
1968,3,1,24,24,Earl McCullouch,Lions,USC
1968,4,2,13,40,Freddie Hyatt,Cardinals,Auburn
1968,5,2,18,45,Dave McDaniels,Cowboys,Mississippi Valley State
1968,6,2,19,46,Bob Wallace,Bears,Texas-El Paso
1968,7,2,22,49,Mac Haik,Oilers,Mississippi
1968,8,2,26,53,John Wright,Falcons,Illinois
1968,9,2,27,54,Jim Cox,Dolphins,Miami (FL)
1968,10,3,4,59,Dave Szymakowski,Saints,West Texas State
1968,11,3,5,60,Aaron March,Patriots,Eastern Kentucky
1968,12,3,23,78,Rich O'Hara,Colts,Northern Arizona
1968,13,3,24,79,Ken Hebert,Steelers,Houston
1968,14,4,15,98,Johnny Fuller,49ers,Lamar
1968,15,4,17,100,Ken Dyer,Chargers,Arizona State
1968,16,4,22,105,Jim Beirne,Oilers,Purdue
1968,17,4,25,108,John Robinson,Packers,Tennessee State
1968,18,5,9,120,Phil Odle,Lions,Brigham Young
1968,19,5,16,127,Cecil Turner,Bears,Cal Poly-San Luis Obispo
1968,20,5,22,133,Bob Longo,Oilers,Pittsburgh
1968,21,6,3,141,Leo Johnson,49ers,Tennessee State
1968,22,6,6,144,Bob Goodridge,Vikings,Vanderbilt
1968,23,6,8,146,Jimmy Hines,Dolphins,Texas Southern
1968,24,6,20,158,Elmo Malple,Bengals,Southern
1968,25,6,24,162,Rick Eber,Falcons,Tulsa
1968,26,7,2,167,Oscar Reed,Vikings,Colorado State
1968,27,7,10,175,Eugene Howard,Saints,Langston
1968,28,7,12,177,Ken Henry,Cardinals,Wake Forest
1968,29,7,18,183,Lane Fenner,Chargers,Florida State
1968,30,8,13,205,Jerry Daanen,Cardinals,Miami (FL)
1968,31,8,15,207,Tom Gray,49ers,Morehead State
1968,32,8,23,215,Joe Williams,Rams,Florida A&M
1968,33,9,14,233,Case Boyett,49ers,Brigham Young
1968,34,9,15,234,Joe Koontz,Giants,Cal State-San Francisco
1968,35,10,13,259,Tom Busch,Cardinals,Iowa State
1968,36,10,19,265,Jack Gehrke,Chiefs,Utah
1968,37,10,20,266,Ben Olison,Cowboys,Kansas
1968,38,10,21,267,Alvin Mitchell,Browns,Morgan State
1968,39,10,23,269,Allen Marcelin,Rams,Parsons
1968,40,11,6,279,Bill Haas,Vikings,Nebraska-Omaha
1968,41,11,17,290,Henry Owens,Jets,Weber State
1968,42,11,22,295,Bill Halley,Oilers,La Verne
1968,43,12,23,323,Harold Jackson,Rams,Jackson State
1968,44,12,26,326,Larry Plantz,Raiders,Colorado
1968,45,13,6,333,Rich Wherry,Vikings,Northern State (SD)
1968,46,13,16,343,Willie Dearion,Bears,Prairie View A&M
1968,47,13,19,346,Jim Kavanagh,Chiefs,Boston College
1968,48,13,20,347,Carter Lord,Cowboys,Harvard
1968,49,13,26,353,Frank Geiselman,Packers,Rhode Island
1968,50,14,10,364,Richie Davis,Lions,Upsala
1968,51,14,26,380,John Farler,Packers,Colorado
1968,52,14,27,381,Steve Lewicke,Bengals,Texas-El Paso
1968,53,15,2,383,Don Bean,Falcons,Houston
1968,54,15,14,395,Clarence Spencer,49ers,Louisville
1968,55,15,19,400,Bob Baxter,Browns,Memphis State
1968,56,15,27,408,Joe Mira,Bengals,Miami (FL)
1968,57,16,24,432,Walt Blackledge,Colts,San Jose State
1968,58,17,12,447,Bob Lee,Cardinals,Minnesota
1968,59,17,25,460,Steve Berry,Raiders,Catawba
1967,1,1,8,8,Gene Washington,Vikings,Michigan State
1967,2,1,16,16,Dave Williams,Cardinals,Washington
1967,3,1,22,22,John Pitts,Bills,Arizona State
1967,4,2,15,41,Dave Dunaway,Packers,Duke
1967,5,2,26,52,John Gilliam,Saints,South Carolina State
1967,6,3,8,61,Earl Denny,Vikings,Missouri
1967,7,3,19,72,Eppie Barney,Browns,Iowa State
1967,8,4,16,96,James Roy Jackson,Raiders,Oklahoma
1967,9,4,19,99,Chuck Hughes,Eagles,Texas Western
1967,10,5,8,115,Ken Last,Vikings,Minnesota
1967,11,6,6,139,Neal Sweeney,Broncos,Tulsa
1967,12,6,14,147,Nate Johns,Chargers,San Diego State
1967,13,6,24,157,Sims Stokes,Cowboys,Northern Arizona
1967,14,7,5,164,Ed Carrington,Oilers,Virginia
1967,15,7,10,169,John Truitt,Bears,Indiana State
1967,16,7,13,172,John Love,Redskins,North Texas State
1967,17,7,20,179,Bob Rein,Colts,Ohio State
1967,18,8,6,191,Tom Cassese,Broncos,C.W. Post
1967,19,8,10,195,Roger Murphy,Bears,Northwestern
1967,20,8,12,197,John Beasley,Vikings,California
1967,21,8,14,199,John Mills,Chargers,Tennessee
1967,22,8,16,201,Sharon Washington,Oilers,N.E. Missouri
1967,23,9,4,215,Bob Moton,Falcons,Bishop
1967,24,9,14,225,Steve Newell,Chargers,Long Beach State
1967,25,9,22,233,Gerald Seither,Bills,Kent State
1967,26,10,1,238,Charlie Brown,Saints,Missouri
1967,27,10,2,239,Dick Stebbins,Giants,Grambling State
1967,28,10,11,248,Phil Myers,49ers,Northwestern Oklahoma
1967,29,10,26,263,Roosevelt Robertson,Saints,North Carolina College
1967,30,11,9,272,Jim Whitcomb,Steelers,Emporia State
1967,31,11,20,283,Leroy Mitchell,Patriots,Texas Southern
1967,32,11,22,285,Pat Riley,Cowboys,Kentucky
1967,33,12,9,299,Bruce Green,Bears,Midland (Neb.)
1967,34,12,10,300,Ron Sepic,Redskins,Ohio State
1967,35,12,15,305,Steve Dundee,Cardinals,Pomona
1967,36,12,23,313,Kent Lashley,Chiefs,Northeastern State (OK)
1967,37,12,25,315,John Robinson,Saints,Tennessee A&I
1967,38,13,12,327,Jack Emmer,Jets,Rutgers
1967,39,13,15,330,John Erisman,Rams,Miami (OH)
1967,40,13,17,332,Len Kleinpeter,Raiders,Southwestern Louisiana
1967,41,13,25,340,Keith Brown,Packers,Central Missouri State
1967,42,14,13,354,Dalton Leblanc,49ers,N.E. Louisiana
1967,43,14,22,363,Casey Boyett,Raiders,Brigham Young
1967,44,15,12,379,Clarence Spencer,49ers,Louisville
1967,45,15,13,380,Jack Schweberger,Jets,Vermont
1967,46,15,14,381,Craig Scoggins,Chargers,San Diego State
1967,47,16,1,394,Marcus Rhoden,Saints,Mississippi State
1967,48,16,5,398,Rex Keeling,Oilers,Samford (Ala)
1967,49,16,18,411,Don Williams,Browns,Akron
1967,50,16,20,413,Don Alley,Colts,Adams State
1967,51,17,4,423,Larry Lee,Oilers,Texas A&M
1967,52,17,24,443,David Laffin,Chiefs,Texas Western
1967,53,17,26,445,Jimmy Walker,Saints,Providence
1966,1,3,4,36,Ben Hawkins,Eagles,Arizona State
1966,2,3,7,39,Bill Malinchak,Lions,Indiana
1966,3,3,15,47,Rick Kestner,Colts,Kentucky
1966,4,3,16,48,Phil Sheridan,Falcons,Notre Dame
1966,5,4,6,54,Rod Sherman,Colts,USC
1966,6,4,11,59,Willie Walker,Lions,Tennessee State
1966,7,4,14,62,John Roderick,Packers,Southern Methodist
1966,8,5,7,71,Steve Smith,49ers,Michigan
1966,9,5,9,73,Jack Clancy,Cardinals,Michigan
1966,10,5,14,78,Dan Fulford,Browns,Auburn
1966,11,6,1,81,Charley Casey,Falcons,Florida
1966,12,6,6,86,Bob Dunlevy,Cowboys,West Virginia
1966,13,7,5,100,Arthur Robinson,Cowboys,Florida A&M
1966,14,7,8,103,Johnnie Robinson,Lions,Tennessee State
1966,15,7,14,109,Leroy Carter,Browns,Grambling State
1966,16,7,15,110,Ray Perkins,Colts,Alabama
1966,17,8,8,118,Bill Matan,Giants,Kansas State
1966,18,8,9,119,Dick Witcher,49ers,UCLA
1966,19,8,13,123,Tom Talaga,Browns,Notre Dame
1966,20,8,14,124,Ken McLean,Packers,Texas A&M
1966,21,9,5,130,Darrell Elam,Cowboys,West Virginia Tech
1966,22,9,7,132,Freeman White,Giants,Nebraska
1966,23,9,8,133,Kent Kramer,49ers,Minnesota
1966,24,9,9,134,Ron Green,Vikings,North Dakota
1966,25,9,10,135,Charlie Bryant,Cardinals,Allen
1966,26,9,12,137,Fritz Greenlee,Bears,Northern Arizona
1966,27,10,13,153,Monty Ledbetter,Browns,Northwestern State (LA)
1966,28,11,5,160,Austin Denny,Cowboys,Tennessee
1966,29,11,6,161,Dick Reding,Redskins,Northwestern State (LA)
1966,30,11,10,165,Cliff Wilder,Giants,Iowa
1966,31,11,12,167,Terry Owens,Bears,Jacksonville State
1966,32,11,15,170,Eric Crabtree,Colts,Pittsburgh
1966,33,13,15,200,Bob Hadrick,Colts,Purdue
1966,34,14,9,209,Howard Twilley,Vikings,Tulsa
1966,35,14,14,214,Ron Hanson,Packers,North Dakota State
1966,36,15,1,216,Tom Tolleson,Falcons,Alabama
1966,37,15,2,217,Mike Sullivan,Rams,Oregon State
1966,38,15,7,222,Saint Saffold,49ers,San Jose State
1966,39,15,9,224,Darryl Alleman,Cardinals,Wyoming
1966,40,16,2,232,Joe O'Brien,Rams,Texas-Arlington
1966,41,16,3,233,Jim Long,Steelers,Purdue
1966,42,16,9,239,Jerry Gendron,Lions,Wisconsin-Eau Claire
1966,43,17,6,251,Mitch Zalnasky,Redskins,Pittsburgh
1966,44,18,7,267,Bill Johnson,Lions,West Alabama
1966,45,18,9,269,Ron Parson,49ers,Austin Peay
1966,46,19,2,277,Homer Williams,Rams,USC
1966,47,19,6,281,Andre White,Redskins,Florida A&M
1966,48,19,7,282,Bobby Crockett,Giants,Arkansas
1966,49,19,13,288,Dave Moton,Packers,USC
1966,50,20,6,296,Lou Hudson,Cowboys,Minnesota
1966,51,20,7,297,Willie Walker,49ers,Baylor
1966,52,20,12,302,Goldie Sellers,Bears,Grambling State
1966,53,20,14,304,Ed Maras,Packers,South Dakota State
1965,1,1,8,8,Jack Snow,Vikings,Notre Dame
1965,2,2,0,0,Fred Biletnikoff,Raiders,Florida State
1965,3,2,4,18,Roy Jefferson,Steelers,Utah
1965,4,2,9,23,Lance Rentzel,Vikings,Oklahoma
1965,5,3,11,39,Fred Biletnikoff,Lions,Florida State
1965,6,4,2,44,Larry Todd,49ers,Arizona State
1965,7,4,6,48,Fred Hill,Eagles,USC
1965,8,4,14,56,Dave Johnson,Colts,San Jose State
1965,9,5,14,70,John McGuire,Colts,Syracuse
1965,10,6,7,77,Gary Garrison,Eagles,San Diego State
1965,11,6,13,83,Corwyn Aldredge,Browns,Northwestern State (LA)
1965,12,11,14,154,Lamar Richardson,Colts,Fisk
1965,13,13,3,171,J.R. Wilburn,Steelers,South Carolina
1965,14,14,3,185,Dave Pivec,Bears,Notre Dame
1965,15,14,5,187,Gary Porterfield,Cowboys,Tulsa
1965,16,15,7,203,Otis Taylor,Eagles,Prairie View A&M
1965,17,16,3,213,Frank Pitts,Bears,Southern
1964,1,1,1,1,Dave Parks,49ers,Texas Tech
1964,2,1,10,10,Paul Martha,Steelers,Pittsburgh
1964,3,1,11,11,Paul Warfield,Browns,Ohio State
1964,4,2,5,19,Hal Bedsole,Vikings,USC
1964,5,2,14,28,Jim Kelly,Steelers,Notre Dame
1964,6,7,4,88,Bob Hayes,Cowboys,Florida A&M
1964,7,8,7,105,Bucky Pope,Rams,Catawba
1963,1,1,7,7,Pat Richter,Redskins,Wisconsin
1963,2,3,3,31,Ray Poage,Vikings,Texas
1962,1,1,4,4,Gary Collins,Browns,Maryland
1962,2,1,8,8,Lance Alworth,49ers,Arkansas
1962,3,2,0,9,Lance Alworth,Raiders,Arkansas
1962,4,7,12,96,Frank Budd,Eagles,Villanova
1960,1,1,11,11,Monty Stickles,49ers,Notre Dame
1960,2,6,3,63,Gail Cogdill,Lions,Washington State
1960,3,7,3,75,Jim Norton,Lions,Idaho
1960,4,8,2,86,Carroll Dale,Rams,Virginia Tech
1960,5,9,9,105,Chris Burford,Browns,Stanford
1960,6,10,10,118,Mel Branch,49ers,Louisiana State
1959,1,1,11,11,Rich Kreitling,Browns,Illinois
1959,2,11,3,123,Art Powell,Eagles,San Jose State
1959,3,14,11,167,Elbert (Golden Wheels) Dubenion,Browns,Bluffton
1959,4,19,7,223,Dave Kocourek,Steelers,Wisconsin
1958,1,2,5,18,Willard Dewveall,Bears,Southern Methodist
1957,1,3,6,31,Tommy McDonald,Eagles,Oklahoma
1957,2,3,11,36,Terry Barr,Lions,Michigan
1957,3,9,12,109,Don Maynard,Giants,Texas-El Paso
1954,1,20,3,232,Raymond Berry,Colts,Southern Methodist
1947,1,10,8,103,Dante Lavelli,Rams,Ohio State
1945,1,1,5,5,Elroy Hirsch,Rams,Michigan/Wisconsin
1945,2,5,9,41,Pete Pihos,Eagles,Indiana
1945,3,11,5,103,Tom Fears,Rams,UCLA
